code,name,mv_mean,amount_mean,num_days,profit,主营产品名称,主营产品类型,公司简介
300474.SZ,景嘉微,3465850.3085177094,615764.8053651452,241,292740758.3,图形显控、小型专用化雷达领域核心模块,电子元器件,公司致力于信息探测、信息处理和信息传递领域的技术和综合应用，为客户提供高可靠、高品质的解决方案、产品和配套服务，是国内成功自主研发国产化图形处理芯片(GPU)并产业化的企业。公司主要从事高可靠电子产品的研发、生产和销售，产品主要涉及图形显控、小型专用化雷达和其他三大领域。图形显控是公司现有核心业务，也是传统优势业务，小型专用化雷达和芯片是公司未来大力发展的业务方向。公司在图形显控领域拥有图形显控模块、图形处理芯片、加固显示器、加固存储和加固计算机等五类产品，其中图形显控模块是公司最为核心的产品。公司以ITR流程为指导，建立了现场服务工程师、公司售后服务部、产品生命周期管理团队三级技术服务保障体系。公司从管理、流程、技术、人员、设备等方面建立快速响应机制，及时处理产品的技术或质量问题，努力缩短产品升级、返修等过程开销时间。公司作为军民融合深度发展的高新技术企业，具备齐全的科研生产资质和质量体系认证，与多家科研院所和高校建立战略合作伙伴关系，成立联合实验室、工程中心。
002409.SZ,雅克科技,3420225.4975139294,490091.9094149378,241,334750112.85,"20%三乙烯二胺溶液、33%三乙烯二胺溶液、70%二[2(N.N-二甲胺基)乙基]醚、JSYK-2000(硅氧烷聚醚共聚物)、N.N—二甲基环已胺、超细孔软泡阻燃剂、粗孔发泡剂、二丁基氧化锡、二异辛酸亚锡、二月桂酸二丁基锡、发泡剂、改性三(1，3-二氯丙基)磷酸酯、高效慢回弹阻燃剂、硅氧烷聚醚共聚物、含磷、溴和氯的阻燃剂、间苯二酚双(二苯基磷酸酯)、经济实用型阻燃剂、抗焦芯阻燃剂、磷酸三苯酯、磷酸三乙酯、硫酸亚锡、氯化亚锡、三(1,3-二氯丙基)磷酸酯、三(β-氯乙基)磷酸酯、三-(氯异丙基)磷酸酯、三乙烯二胺、双酚A双(二苯基磷酸酯)、四丁基锡、五甲基二乙烯三胺、辛酸亚锡",催化剂及化学助剂,公司是一家中国深圳证券交易所上市企业，主要致力于电子半导体材料，深冷复合材料以及塑料助剂材料研发和生产。公司通过多种方式参与到集成电路(晶圆制造及封装)、平板显示(包含LCD及OLED)等电子制造产业链各个环节，丰富产品链为客户提供多方位的产品和技术服务，并积极探索新业务模式提升高附加值满足市场的需求；公司具有全球领先的深冷复合材料技术，针对以三航(航空、航天和航海)为代表的高端装备制备需求提供专业性的解决方案；最后以磷系阻燃剂为主的塑料助剂材料的世界主要供应商为客户提供更多有竞争力的产品和服务。2018年，公司通过外延并购，成功切入半导体封装材料领域、电子特气领域、IC材料等领域。
688521.SH,芯原股份-U,3302234.436139187,213987.32370954356,241,13292357.58,半导体IP授权服务、一站式芯片定制服务,电子元器件,公司是一家依托自主半导体IP，为客户提供平台化、全方位、一站式芯片定制服务和半导体IP授权服务的企业。公司拥有多种成熟的行业应用解决方案、优秀的芯片设计能力、丰富的芯片设计经验以及深厚的半导体IP储备，能够帮助客户高效率、高质量、低成本、低风险地完成芯片的设计实现和量产出货。通过芯原提供的服务，客户可集中精力运用自身在产品定义、系统架构、软件开发及市场营销等方面的优势，并借助芯原在芯片设计和量产优化等方面的优势，完善产品功能，提升产品性能。芯原服务水平和质量受到诸多国内外知名客户的认可，主要客户包括英特尔、博世、恩智浦、博通、新突思、美满电子、索喜科技、意法半导体、三星、瑞昱等全球半导体行业知名企业；Facebook、谷歌、亚马逊等全球大型互联网公司；华为、紫光展锐、瑞芯微、中兴通讯、大华股份、晶晨股份、和芯星通等众多国内知名企业。
300373.SZ,扬杰科技,2973502.4814991537,1015833.4712697095,241,768103337.9,扬杰科技Automobile Rectifier、扬杰科技Bridge Rectifier、扬杰科技Fast Recovery Rectifier、扬杰科技General Purpose Rectifier、扬杰科技High Efficient Rectifier、扬杰科技Module、扬杰科技Schottry Rectifier、扬杰科技Silicon Bidirectional、扬杰科技Small Singnal Diode、扬杰科技solar diode、扬杰科技Super Fast Rectifier、扬杰科技TVS、扬杰科技Zener Diode,电子元器件,公司集研发、生产、销售于一体，专业致力于功率半导体芯片及器件制造、集成电路封装测试等领域的产业发展。公司主营产品为各类电力电子器件芯片、功率二极管、整流桥、大功率模块、DFN/QFN产品、SGT MOS及碳化硅SBD、碳化硅JBS等，产品广泛应用于消费类电子、安防、工控、汽车电子、新能源等诸多领域。通过实行“扬杰”和“MCC”双品牌运作，不断扩大国内外销售、技术网络的辐射范围，为各大终端客户提供直接的专业产品和技术支持服务，持续提升公司国际化服务水平。公司连续数年被中国半导体行业协会评为中国半导体功率器件十强企业，获得全国工业品牌培育示范企业、2016年度国家知识产权优势企业、国家火炬计划重点高新技术企业、全国电子信息行业优秀创新企业、江苏省信息化和工业化融合试点企业等荣誉称号；建立了江苏省功率半导体芯片及器件封装工程技术研究中心、江苏省企业技术中心、江苏省功率半导体芯片及器件工程中心、江苏省企业博士后工作站、企业院士工作站；先后和国内多所著名高校建立了长期的项目开发合作关系。
688200.SH,华峰测控,2865367.2875566557,284639.8298630705,241,438773193.33,V/I 源表测试模块、半导体自动化测试系统STS 8200系列、半导体自动化测试系统STS 8202系列、半导体自动化测试系统STS 8203系列、半导体自动化测试系统STS 8250系列、半导体自动化测试系统STS 8300系列、继电器控制测试模块、交流V/I 源表测试模块、时间测量测试模块、数字测量测试模块,通信系统与平台,"公司是国内最大的半导体测试机本土供应商，也是为数不多进入国际封测市场供应商体系的中国半导体设备厂商,主营业务为半导体自动化测试系统的研发、生产和销售，产品主要用于模拟及混合信号类集成电路的测试，产品销售区域覆盖中国大陆、中国台湾、美国、欧洲、日本、韩国等全球半导体产业发达的国家和地区,自成立以来，公司始终专注于半导体自动化测试系统领域，以其自主研发的产品实现了模拟及混合信号类集成电路自动化测试系统的进口替代。在普遍被国外设备垄断的半导体测试业，公司的测试机已占国内同类产品市场份额的50%，被国外知名IC厂商如TI，STM，Fairchild等考核通过，用于其产品在国内的量产，并已开始进入台湾、东南亚、及美国市场。目前，公司已在模拟器件测试、分立器件测试，数模混合系统测试方面，与美日测试设备公司在更高端的产品领域实现竞争。"
002156.SZ,通富微电,2600368.2858149707,585177.9073402489,241,956691241.24,富通微电CP系列集成电路、富通微电DIP/SIP系列集成电路、富通微电MCM系列集成电路、富通微电QFP/LQFP系列集成电路、富通微电SOP/SOL/TSSOP系列集成电路,集成电路,公司是由南通华达微电子有限公司和富士通(中国)有限公司共同投资、由中方控股的中外合资股份制企业，专业从事集成电路封装测试。公司目前的封装技术包括Bumping、WLCSP、FC、BGA、SiP等先进封测技术，QFN、QFP、SO等传统封装技术以及汽车电子产品、MEMS等封装技术；测试技术包括圆片测试、系统测试等。公司拥有国家认定企业技术中心、国家博士后科研工作站、江苏省企业院士工作站、省级工程技术研究中心和企业研究院等高层次研发平台，拥有2000多人的技术管理团队。在行业内率先通过ISO9001、ISO/TS16949等质量体系。采用SAP、MES、设备自动化、EDI等信息系统，可按照客户个性化的规范自动控制生产过程，实时和客户进行信息交互。
300604.SZ,长川科技,2526435.769924117,546452.5834632035,231,218236745.88,大功率测试机、模拟/数模混合测试机、平移式分选机、重力下滑式分选机,专用设备与零部件,公司是一家专注于集成电路装备的研发、生产和销售的高新技术企业，为集成电路电参数性能测试提供生产平台和技术服务。公司主要为集成电路封装测试企业、晶圆制造企业、芯片设计企业等提供测试设备，集成电路测试设备主要包括测试机、分选机、探针台、自动化设备等，公司主要产品包括测试机和分选机。公司生产的测试机包括大功率测试机(CTT系列)、模拟/数模混合测试机(CTA系列)等；分选机包括重力下滑式分选机(C1、C3、C3Q、C37、C5、C7、C8、C9、C9Q系列)、平移式分选机(C6、C7R系列)等。公司非常重视新产品的开发与创新，每年将销售额的一部分用于产品研发，核心技术均来源于自主研发，公司先后被认定为国家级高新技术企业、浙江省重点企业研究院和省级高新技术企业研发中心、省“隐形冠军”企业等，并承担了国家创新基金、浙江省重大科技国际合作专项、浙江省重大专项、杭州市重大专项等在内的重大科研项目。产品也获得了“浙江省优秀工业产品”、“杭州市科技进步奖”、“杭州市名牌产品”等荣誉称号，成为集成电路封测行业技术领军企业。
300672.SZ,国科微,2322706.3986390745,694392.5905352697,241,293078019.06,高性能存储系列芯片、广播电视系列芯片、智能监控系列芯片,半导体分立器件,公司是国家高新技术企业和经工业和信息化部认定的集成电路设计企业，长期致力于大规模集成电路的设计、研发及销售。凭借着先进的管理体系、雄厚的研发能力、优异的产品质量和技术实力，公司设计的广播电视系列芯片和智能监控系列芯片具备较高的性价比，形成了较为明显的领先优势。目前，公司已成为国内广播电视系列芯片和智能监控系列芯片的主流供应商之一。公司将利用既有的技术、产品、市场及品牌优势，在目前系统平台的基础上，进一步加大研发投入和技术创新力度，重点开拓以广播电视、智能监控、固态存储以及物联网领域为核心的产品市场，并适时向其他合适的集成电路领域拓展。
300623.SZ,捷捷微电,2234724.0349565977,629540.7525684647,241,497056872.37,二极管、防护器件、晶体管、可控硅,半导体材料,公司是一家专业从事半导体分立器件、电力电子器件研发、制造及销售的江苏省高新技术企业。同时也是国内生产“方片式”单、双向可控硅最早及品种最齐全的厂家之一。公司建有ERP、MES等基础信息化平台。具有自主开发能力和自主知识产权，具有自己的产品结构特点和独特工艺技术。公司通过ISO9001:2008质量体系认证，ISO14001:2004环境管理体系认证，OHSAS18001:2007职业健康安全管理体系认证，产品符合UL电气绝缘性要求，ROHS环保要求，REACH化学品注册、评估、许可和限制要求，无卤化要求等。
605111.SH,新洁能,2213207.160349378,665618.1210539419,241,410461760.71,新洁能1200V~1350V绝缘栅双极型晶体管(IGBT)、新洁能20V-250V沟槽型功率MOSFET、新洁能20V-250V屏蔽栅沟槽型功率MOSFET、新洁能500V-900V超结功率MOSFET、新洁能650V绝缘栅双极型晶体管(IGBT)、新洁能MOSFET或IGBT功率模块,电子设备及加工,公司为国内半导体功率器件设计龙头企业之一，在中国半导体行业协会发布的2016年及2017年中国半导体功率器件企业排行榜中，公司均名列“中国半导体功率器件十强企业”。公司是江苏省科技厅、财政厅、国税局、地税局联合认定的高新技术企业，且为中国半导体行业协会会员、中国电源学会理事单位。公司的主营业务为MOSFET等分立器件的研发和销售，公司销售的产品按照是否封装可以分为晶圆片和封装成品。公司目前已经形成沟槽型功率MOSFET(中低压)、超结功率MOSFET(高)两类主要产品系列，以及屏蔽栅沟槽型功率MOSFET(SGT)(中低压)、绝缘栅双极型晶体管(IGBT)和功率模块等新产品系列。公司目前拥有约500种型号的细分产品，产品广泛应用于消费电子、汽车电子、变频家电、新能源汽车及充电桩、LED等领域。公司各类产品的区别主要体现是产品在不同的电压平台下，使用合理及先进的设计技术和制造技术来实现功率器件低导通损耗与低开关损耗，从而提升能源转换效率。
300458.SZ,全志科技,2098560.3193280413,911127.0980207468,241,494458759.71,智能电源管理芯片、智能终端应用处理器芯片,电子元器件,公司是领先的智能应用处理器SoC、高性能模拟器件和无线互联芯片设计厂商。公司目前的主营业务为系智能应用处理器SoC、高性能模拟器件和无线互联芯片的研发与设计。主要产品为智能应用处理器SoC、高性能模拟器件和无线互联芯片，产品广泛适用于智能硬件、平板电脑、智能家电、车联网、机器人、虚拟现实、网络机顶盒以及电源模拟器件、无线通信模组、智能物联网等多个产品领域。公司以客户为中心，凝聚卓越团队和坚持核心技术长期投入，在超高清视频编解码、高性能CPU/GPU/AI多核整合、先进工艺的高集成度、超低功耗、全栈集成平台等方面提供具有市场突出竞争力的系统解决方案和贴心服务。公司重视优秀人才的培养和研发团队的建设工作。通过加强对优秀人才的引进和培育工作，利用信息化手段细化、量化管理流程，提高管理水平，加强了公司内部的团队实力。
603005.SH,晶方科技,1950887.832922855,632299.7445892117,241,576045056.34,发光芯片(LED)、射频识别芯片(RFID)、微机电系统(MEMS)、影像传感器(CIS),电子元器件,公司成立于苏州，是一家致力于开发与创新新技术，为客户提供可靠的，小型化，高性能和高性价比的半导体封装量产服务商。晶方科技的CMOS影像传感器晶圆级封装技术，彻底改变了封装的世界，使高性能，小型化的手机相机模块成为可能。这一价值已经使之成为有史以来应用最广泛的封装技术，现今已有近50％的影像传感器芯片可使用此技术，大量应用于智能电话，平板电脑，可穿戴电子等各类电子产品。公司及子公司Optiz Inc.(位于Palo Alto，加州)将持续专注于技术创新。近十年来，晶方科技已经成为技术开发与创新、提供优质量产服务的领导者。随着公司不断发展壮大，1)设立美国子公司Optiz Inc.，是在影像传感器微型化的增强与分析领域的领导者；2)购买智瑞达资产，是新一代半导体封装技术的创新者。公司先后承担多项国家及省级科研项目，“晶圆级封装关键技术研究”被科技部列入国际科技合作与交流专项基金，“晶圆级芯片尺寸封装技术在影像传感芯片中的开发和应用”被科技部列入国家火炬计划项目等。公司产品荣获“高新技术产品”“国家重点新产品”等称号。
300327.SZ,中颖电子,1914083.5904383902,473024.0926846473,241,370653382.07,SH66K33A微处理器、SH69K20A单片微处理器、SH69P20B微处理器、SH69P20C单片机、SH69P21单片机、SH69P23/K23微处理器、SH69P25微处理器、SH69P26微处理器、SH69P31单片机,电子元器件,公司是一家专注于单片机集成电路设计与销售的高新技术企业，是首批被中国工业及信息化部及上海市信息化办公室认定的IC设计企业，并连续多年被认定为上海市高新技术企业。公司专注于于单片机(MCU)产品集成电路设计，MCU母体包括8-bit Flash MCU、8-bit OTP/Mask MCU、16-bit DSP、4-bit OTP/Mask MCU，并广泛应用于家电、白色家电、黑色家电、汽车电子周边、运动器材、医疗保健、四表(水、电、气、暖)、仪器仪表、安防、电源控制、马达控制、工业控制、变频、数码电机、计算机键盘、鼠标、网络音乐(便携式、车载、床头音响)、无线儿童监控器、无线耳机/喇叭/门铃。经过多年努力，结合MCU的开发经验，采用高压制程，开拓了锂电池管理和保护产品线。产品广泛应用于笔记本电脑、智能手机、平板电脑、电动工具、电动自行车、UPS和移动基站等领域的锂电池管理和保护。同时，还扩充了OLED系列产品，以环保节能的先进理念揭开新的篇章。
600171.SH,上海贝岭,1862942.002145826,1130645.6058174274,241,729298230.93,贝岭CPU卡芯片、贝岭存储卡芯片、贝岭电子标签及指纹认证、贝岭二极管、贝岭硅片加工、贝岭集成电路、贝岭晶体管、贝岭宽带可视电话机、贝岭微处理器,半导体材料、半导体分立器件、电话机及配件、电脑配件、集成电路,公司是集成电路设计企业，提供模拟和数模混合集成电路及系统解决方案。目前，公司集成电路产品业务包括智能计量及SOC、电源管理、通用模拟、非挥发存储器、高速高精度ADC等五大产品领域，主要应用于消费电子、通信、工业应用等领域，主要目标市场为电表、手机、液晶电视及平板显示、机顶盒等各类工业及消费电子产品。公司主营业务按类别分为集成电路产品、集成电路贸易和测试业务三部分。在细分业务中，集成电路产品是指公司自行设计、研发并销售的集成电路产品业务，公司将非挥发存储器、高速高精度ADC两块规模较小的业务与通用模拟业务合并，继续按智能计量、通用模拟和电源管理三类业务进行划分。
300613.SZ,富瀚微,1757457.528108747,337537.2016058091,241,363867737.6,视频监控多媒体处理芯片、数字接口模块、专业技术服务,电子设备及加工、专业咨询服务,公司成立于2004年4月，专注于视频监控芯片及解决方案，满足高速增长的数字视频监控市场对视频编解码和图像信号处理的芯片需求。公司提供高性能视频编解码SoC和图像信号处理器芯片，以及基于这些芯片的视频监控产品方案。公司致力于与国内外设备制造商、解决方案提供商建立紧密合作关系，共同把握市场契机，为客户提供高性价的产品和服务，持续创造价值。公司是国家集成电路设计企业、上海市高新技术企业、上海市科技小巨人企业、上海市企业技术中心，公司先后承担多项国家、市级研发和产业化类项目，公司研发项目连续多年被认定为上海市高新技术成果转化百佳项目，并获中国半导体创新产品和技术奖、上海市科学技术奖等荣誉。
300456.SZ,赛微电子,1715620.3664975062,405407.53319502075,241,205727463.64,惯性导航产品、卫星导航产品,电子设备及加工、卫星制造及应用,北京赛微电子股份有限公司以半导体业务为核心，面向物联网与人工智能时代，一方面重点发展MEMS工艺开发与晶圆制造业务，一方面积极布局GaN材料与器件业务，致力于成为一家立足本土、国际化发展的知名半导体科技企业集团。公司目前的主要产品及业务包括MEMS芯片的工艺开发及晶圆制造、GaN外延材料生长与器件设计，下游应用领域包括通信、生物医疗、工业汽车、消费电子等。公司业务遍及全球，服务客户包括全球DNA/RNA测序仪巨头、光刻机巨头、网络通信和应用巨头以及工业和消费细分行业的领先企业等。
688018.SH,乐鑫科技,1480428.8917886307,259714.1777759336,241,198427707.6,ESP32系列模组、ESP32系列芯片、ESP8089系列芯片、ESP8266系列模组、ESP8266系列芯片,专用设备与零部件,公司是物联网Wi-Fi解决方案专业供应商，专注于物联网Wi-Fi MCU通信芯片及其模组的研发、设计及销售。公司主要产品Wi-Fi MCU是智能家居、智能照明、智能支付终端、智能可穿戴设备、传感设备及工业控制等物联网领域的核心通信芯片。公司产品在集成度、产品尺寸、计算能力、射频、内存、功耗、综合性价比等多个方面均拥有比较优势，公司产品具有较强的进口替代实力和国际市场竞争力。在物联网Wi-Fi MCU芯片领域公司具有较高的市场地位，与高通、德州仪器、美满、赛普拉斯、瑞昱、联发科等同属于第一梯队。公司还拥有独特的开源技术生态系统，以开源方式，创新地建立了开放、活跃的技术生态系统，在全球物联网开发者社群中拥有极高的知名度。
688037.SH,芯源微,1452319.8873858922,310315.488746888,241,77349494.43,喷胶机、清洗机（集成电路制造后道先进封装）、清洗机（集成电路制造前道晶圆加工）、去胶机、湿法刻蚀机、涂胶/显影机、涂胶/显影机 （集成电路制造后道先进封装）、涂胶/显影机 （集成电路制造前道晶圆加工）,专用设备与零部件,"公司是国家高新技术企业,主要从事半导体专用设备的研发、生产和销售，产品包括光刻工序涂胶显影设备(涂胶/显影机、喷胶机)和单片式湿法设备(清洗机、去胶机、湿法刻蚀机)，产品可用于6英寸及以下单晶圆处理(如LED芯片制造环节)及8/12英寸单晶圆处理(如集成电路制造前道晶圆加工及后道先进封装环节)。作为与光刻机配合进行作业的关键处理设备，公司生产的涂胶/显影机成功打破国外厂商垄断并填补国内空白，其中在LED芯片制造及集成电路制造后道先进封装等环节，作为国内厂商主流机型已成功实现进口替代；通过多年的技术研发、实践应用积累以及持续承担国家02重大专项，公司成功突破了应用于集成电路制造前道晶圆加工环节的涂胶显影设备技术，成型产品目前正在长江存储、上海华力等前道芯片制造厂商进行工艺验证。成立以来，公司先后荣获“国家级知识产权优势企业”、“国内先进封装领域最佳设备供应商”、“2018年中国半导体设备五强企业”等多项殊荣，公司产品先后获得“国家战略性创新产品”、“国家重点新产品”等多项荣誉。"
603690.SH,至纯科技,1439288.9098327386,545395.112319502,241,281764365.4,高纯工艺设备、高纯工艺系统,专用设备与零部件,公司是一家高新技术企业，致力于为高端先进制造业的高科技企业提供高纯工艺系统的解决方案，业务包括高纯工艺系统与高纯工艺设备的设计、加工制造、安装以及配套工程、检测、厂务托管、标定和维护保养等增值服务。公司能够针对用户的需求，提供整个系统的设计、选型、制造、安装、测试、调试和系统托管服务，提供的系统和专业服务被广泛应用于半导体、微电子、生物医药、光伏、光纤、TFT-LCD、LED等领域。公司的业务遍及这些行业领域，并遍布全中国，公司在华南、华北、西部、长三角和中部设立了分支以就近服务用户。公司的客户均为各自领域的佼佼者，包括INTEL，BCD、英利、晶澳、尚德、富通、京东方、扬子江药业、武汉生物所、华瑞等。在整个项目的实施过程中，尤其是在安装关键工艺系统和核心精密设备时，公司保持对安全、质量、进度和成本的控制，对项目的成功起着重要的作用。公司拥有行业内顶尖的高素质优秀人才，拥有丰富的经验、对规范和工艺流程充分的知识，以及完备的工具。
688019.SH,安集科技,1370023.933207552,200647.31193775934,241,125084063.28,光刻胶去除剂、化学机械抛光液,超硬材料、其他化学品,公司是一家集研发、生产、销售、服务为一体的自主创新型高科技微电子材料企业，主营业务为关键半导体材料的研发和产业化。公司产品包括不同系列的化学机械抛光液和光刻胶去除剂，主要应用于集成电路制造和先进封装领域。公司主要采用直接面对终端客户的直销模式，当产品通过客户评价和测试后，生产部门再根据客户订单制定量产计划。公司成功打破了国外厂商对集成电路领域化学机械抛光液的垄断，实现了进口替代，在半导体材料行业取得了一定的市场份额和品牌知名度。公司拥有一系列具有自主知识产权的核心技术，涵盖了整个产品配方及工艺流程，并通过有效的管理降低了产品成本，从而可以给客户提供高性价比的产品。同时公司通过提供本土化、定制化、一体化的服务积累了众多优质客户资源，包括中芯国际、台积电等行业领先的集成电路制造商。
300236.SZ,上海新阳,1321992.292479278,301173.6157219917,241,104116259.89,SYM-ACI系列全自动化学浸泡线、SYM-HEP系列高效节能自动电镀线、SYM-SSD系列高压水喷淋设备、SYM-SSP系列高速电镀线、电镀化学品SYT系列、化学镀镍化学品SYC系列、晶圆制程高纯化学品SYS系列、去毛刺溶液SYD系列,变电设备、化工机械、其他化学品,公司是以技术为主导，立足于自主创新的高新技术企业，专业从事半导体行业所需电子化学品及配套设备的研发设计、生产制造和销售服务，致力于为用户提供化学材料、配套设备、应用工艺和现场服务一体化的整体解决方案。公司已荣获上海市高新技术企业、上海市外商投资先进技术企业、上海市重合同守信用AAA级企业等多项荣誉以及中国半导体创新产品和技术奖、上海市高新技术成果转化项目等多个奖项。获得了ISO9001、ISO14001、OHSAS18001以及安全生产许可证、危险化学品经营许可证等多项管理认证。
300101.SZ,振芯科技,1228852.4216929462,490667.2066846473,241,151478499.1,GM4610 RDSS微波收发电路、GM4620 RNSS微波接收电路、GM4670 基带信号处理芯片、GM4951 400MHz直接数字频率合成器、GM8283/GM8284 28位可编程数据选通Channel-Link发送器/接收器、北斗导航应用服务中心、北斗卫星导航定位应用系统、车载型终端、船载型终端、海上救生型终端、手持型终端、授时型终端、指挥型终端,通信系统与平台,公司多年来致力于围绕北斗卫星导航应用的“元器件-终端-系统”产业链提供产品和服务，拥有北斗分理级和终端级的民用运营服务资质，被列为国家重点支持的北斗系列终端产业化基地。主要产品包括北斗卫星导航应用关键元器件、高性能集成电路、北斗卫星导航终端及北斗卫星导航定位应用系统，自主研制生产的多种北斗卫星导航应用终端已广泛应用于国防、地质、电力、交通运输、公共安全、通信、水利、林业等专业应用领域。公司是入驻国家集成电路设计成都产业化基地的首批企业之一，是四川省第三批建设创新型培育企业、四川省集成电路设计产业技术创新联盟成员单位，也是航空、船舶等国有大型科技工业企业的电子元器件配套定点单位，通过了GB/T19001-2008idt ISO9001:2008质量体系认证。
600206.SH,有研新材,1224054.8719321992,408327.514813278,241,238760184.99,150mm硅抛光片、200mm硅抛光片、半导体材料进出口贸易、电子薄膜材料、光电材料、光纤材料、红外光学材料、区熔硅单晶片、稀土磁效应材料、稀土发光材料、稀土金属及合金、医用材料、重掺砷硅单晶片,半导体材料、磁性材料、光学辅材、合金、进出口贸易、无机化工原料、医用耗材、专用设备与零部件,公司主要从事微电子光电子用薄膜材料、超高纯金属及稀贵金属材料、高端稀土功能材料、红外光学及光纤材料、生物医用材料等新材料的研发与制备。产品主要应用于新能源及新能源汽车、新一代信息技术、生物医药、节能环保等战略性新兴产业领域，满足国民经济发展和国防科技工业建设需要。公司是国内规模最大、材料种类最齐全的高端电子信息用材料研发制造基地，并致力于发展贵金属循环经济；积极开展稀土资源的绿色制备等新技术推广及新产品的产业化研发；在先进半导体材料和红外光学材料领域，拥有国内技术水平最高的红外锗单晶、水平GaAs单晶、CVD硫化锌生产线。
300666.SZ,江丰电子,1112391.7249628506,339731.86349377595,241,106626738.28,铬靶、钴靶、铝靶、镍靶、钛靶及钛环、钽靶及钽环、陶瓷靶、铜靶、钨钛靶,电子元器件,公司自成立以来一直从事高纯溅射靶材的研发、生产和销售业务，主要产品为各种高纯溅射靶材，包括铝靶、钛靶、钽靶、钨钛靶等，这些产品主要应用于半导体(主要为超大规模集成电路领域)、平板显示、太阳能等领域。超高纯金属及溅射靶材是生产超大规模集成电路的关键材料之一，公司的超高纯金属溅射靶材产品已应用于世界著名半导体厂商的最先端制造工艺，在16纳米技术节点实现批量供货，同时还满足了国内厂商28纳米技术节点的量产需求。
