code,name,mv_mean,amount_mean,num_days,profit,主营产品名称,主营产品类型,公司简介
002456.SZ,欧菲光,2446519.3764610253,377958.9657759336,241,-2624971644.78,保护玻璃及组件、层电阻式纯平触摸屏、光纤镀膜产品、光学低通滤波器、红外截止滤光片及组件,光学辅材,公司的主营业务为触控显示类业务、摄像通讯类业务和生物识别类业务，主营业务产品有触控和液晶显示模组、微摄像头模组和指纹识别模组等，同时大力布局智能汽车、车联网和智慧城市领域。公司产品广泛应用于以智能手机、平板电脑、智能汽车、智能可穿戴电子产品等为代表的消费电子领域。公司拥有垂直一体化的全产业链布局，具备为客户大规模稳定供货能力，高效的嵌入式研发模式和自主创新的核心技术使公司生产具备高度的灵活性和及时应变能力。作为全球触控行业龙头，公司和国内外知名品牌企业建立了长期稳定合作关系，以此为基础，微摄像头模组和指纹识别模组产品在近年来呈爆发式增长，目前跻身国内市场前列。公司积极布局智能汽车和车联网领域，充分利用自有核心技术，在智能中控、自动驾驶、车身电子等核心领域打造汽车智能化一站式解决方案，提供高质量、高性价比的产品和服务，力争成为汽车智能化的核心供应商及有竞争力的国际一流品牌。
603236.SH,移远通信,2439653.046899494,277069.36228630703,241,358060203.5,移远通信安全监控应用方案、移远通信车载应用方案、移远通信能源应用方案、移远通信无线支付应用方案、移远通信线网关应用方案、移远通信医疗健康应用方案,专业咨询服务,"公司主要从事物联网领域蜂窝通信模块及其解决方案的设计,研发与销售服务.主要产品包括GSM/GPRS(2G类别)系列,WCDMA/HSPA(3G类别)系列,LTE(4G类别)系列,NB-IoT系列等蜂窝通信模块,以及GNSS系列定位模块系列,EVB工具系列,目前公司产品主要应用于无线支付,车载运输,智慧能源,智慧城市,智能安防,无线网关,工业应用,医疗健康和农业环境等领域.公司是专业的物联网(M2M)技术的研发者和无线模块的供应商，提供物联网无线通信模块解决方案的一站式服务。"
603228.SH,景旺电子,2345169.560573245,140332.89234439834,241,935254514.42,金属基电路板、柔性电路板、双面及多层刚性电路板,集成电路,公司是专业从事印刷电路板及高端电子材料研发、生产和销售的国家高新技术企业，公司产品类型覆盖多层板、厚铜板、高频高速板、铝基电路板、双面多层柔性线路板、细密线路柔性线路板、HDI板、刚挠结合板、特种材料PCB、高端电子材料等。公司总部设立在深圳，是国内少数产品类型覆盖刚性电路板、柔性电路板和金属基电路板的厂商，为客户提供多样化的产品选择和一站式服务。公司产品广泛应用于通讯设备、计算机及网络设备、消费电子、汽车电子、工业控制等行业，是世界著名的电子电路供应商，产品销往全球各地。公司在深圳宝安、广东龙川、江西吉水均建设有大型现代化环保花园式生产基地，实现了跨区域的企业资源整合，不断优化卓越的管理体系，建立了集团化的产业发展规模，树立了稳健的国际化品牌形象，已成为行业最具成长性的高新技术企业。
300136.SZ,信维通信,2338412.6576646725,486595.3831991701,241,505097360.06,AP天线、接触弹片、模块天线、手机电视天线、手机天线、无线网卡天线,电子元器件、通信线缆,公司是国内小型天线行业发展的领跑者，集研发、制造、销售于一体，主要致力于研发和生产移动通信设备终端各类型天线，包括手机天线/GPS/WIFI/手机电视/无线网卡/AP天线等。公司积极围绕射频技术为核心，一方面不断夯实自身产品研发与制造能力；另一方面拓展高性能射频连接器及为解决整机EMC/EMI的精密五金部件、LDS产品、音频产品及音/射频模组等，新材料天线零部件如NFC、无线充电、无线支付模组等新品已批量交货，公司的产品线不断丰富，全方位为客户提供一站式解决方案服务，进一步加强与客户合作广度和深度，提升公司综合的竞争实力。公司拥有具备国家CNAS和国际CTIA认证资质的国际化标准的研发测试中心以及5G毫米波实验室。
300383.SZ,光环新网,2308736.6354201,378462.1749460581,241,836208334.39,光环新网CDN业务、光环新网IDC业务、光环新网PCM接入业务、光环新网VoIP业务、光环新网VPN虚拟专网、光环新网安全自动化、光环新网东环广场互联网数据中心、光环新网负载均衡业务、光环新网光纤接入业务、光环新网广域网/城域网、光环新网互联网接入服务、光环新网建筑智能化、光环新网酒仙桥互联网数据中心、光环新网楼宇自动化、光环新网企业ERP解决方案、光环新网企业互联网一体化解决方案、光环新网数据存储\备份、光环新网通信自动化、光环新网网络安全、光环新网网络系统集成、光环新网消防自动化、光环新网燕郊数据中心、光环新网增值业务,ERP软件、互联网服务、系统集成服务,公司是业界领先的互联网综合服务提供商，主营业务为互联网数据中心服务(IDC及其增值服务、IDC运营管理服务)、互联网宽带接入服务(ISP)以及云计算等互联网综合服务，是北京最具影响力的互联网服务商之一。公司累计服务企业客户逾万家，为用户提供更加高速、稳定、安全的互联网环境，聚拢优质资源和技术，赢得了良好的商业信誉，尤其在面向商企用户数据通讯及增值服务领域取得了长足的发展。公司致力于以先进技术、优质资源和高品质服务推动互联网创新发展，为用户提供更加高速、稳定、安全的互联网环境，聚拢优质资源和技术，在市场上享有领先的市场份额和较高的品牌知名度。公司建设的IDC机房相对于基础运营及其他网络资源，更能适应商企用户的高端需求，几大数据中心无论在地理位置上还是在硬件设施上均具有突出优势。随着国家“互联网+”行动计划的深入开展，公司主营业务具有更为广阔的市场空间。
600498.SH,烽火通信,2025431.801946672,179464.69855186724,241,287975372.16,烽火通信IBAS综合接入系统、烽火通信传输网网元级网管系统OTNM2000、烽火通信电缆、烽火通信电力光缆、烽火通信光传输设备、烽火通信光端机、烽火通信光节点、烽火通信光纤带光缆、烽火通信海底光缆、烽火通信集成电路、烽火通信接入路由器、烽火通信宽带接入服务器、烽火通信特种光缆、烽火通信特种光纤、烽火通信以太网交换机、烽火通信以太网收发器,传输设备、服务器与工作站、集成电路、交换设备、接入设备、输电设备、通信系统与平台、通信线缆、通信终端设备、网管软件,公司是国际知名的信息通信网络产品与解决方案提供商。自1999年成立至今，烽火通信始终专注于全球信息与通信事业的进步与发展，积累了对人类信息通信生活的深刻理解和创造力。始终以“造福人类社会”为使命，积极构建新一代的信息基础设施，积极推动CT向ICT的产业结构转型，致力于持续的科技创新。未来，公司将坚持自主创新和人才强企两大战略，积极把握网络强国、大数据、“互联网+”行动等战略，沿着数据传输、计算、存储、治理、分析、应用的价值链，深入布局自主可控的生态系统，推动产品和服务为越来越多的客户所认识和肯定。
002273.SZ,水晶光电,1916011.193425984,664700.2483609958,241,442179153.57,水晶光单反数码相机用光学低通滤波器、水晶光电波片、水晶光电分光片、水晶光电光学窗口片、水晶光电光学低通滤波器、水晶光电红外截止滤光片、水晶光电散热板,电子元器件,公司是国内专业从事精密薄膜光学产品研发、生产和销售的知名光电元器件制造的企业，是浙江省高新技术企业和国家火炬计划重点高新技术企业。公司主要产品应用于数码相机、可拍照手机摄像头、安防监控摄像头、电脑摄像头及其它数字摄像镜头、半导体照明、微型投影仪、视频眼镜、公路交通标志、安全防护等产品，主导产品光学低通滤波器(OLPF)和红外截止滤光片(IRCF)两大产品产销量居全球前列。公司是数码产业及手机通讯产业多家国际知名企业或行业龙头企业的主要配套供应商。公司拥有精密光学冷加工技术、超硬材料光学加工技术、精密光学薄膜、半导体加工、涂覆、植珠等核心技术，光学低通滤波器、红外截止滤光片及组立件、窄带滤光片、投影机散热板、LED蓝宝石衬底、微型投影、反光材料等系列产品均具有国内、国际领先水平。
300638.SZ,广和通,1886711.971815017,226187.1174102564,234,401345401.68,2G产品、3G产品、4G产品、GPS 产品,寻呼通信服务,公司自成立以来一直致力于物联网与移动互联网无线通信技术和应用的推广及其解决方案的应用拓展，在通信技术、射频技术、数据传输技术、信号处理技术上形成了较强的研发实力，是无线通信技术领域拥有自主知识产权的专业产品与方案提供商。公司在物联网产业链中处于网络层，并涉及与感知层的交叉领域，主要从事无线通信模块及其应用行业的通信解决方案的设计，研发与销售服务，主要产品包括2G、3G、4G、NB—IOT技术的无线通信模块以及基于其行业应用的通信解决方案，通过集成到各类物联网和移动互联网设备使其实现数据的互联互通和智能化，产品主要应用于移动支付、移动互联网、车联网、智能电网、安防监控等领域。
300115.SZ,长盈精密,1884086.8965944063,441334.3744979253,241,-604596722.65,IO 连接器、LCD∕LED 端子、SIM 卡连接器、USB 连接器、板对板连接器、表面贴装式LED精密支架、电池连接器、各种小五金端子、精密连接器端子、射频连接器、手机电池金手指、手机耳机插座、手机复合屏蔽件、手机滑轨、手机屏蔽件、手机转轴、数码产品五金零件、通信设备卡接簧片、小型记忆卡,移动通讯设备与配件,公司是国内领先的精密电子零组件制造商，主要从事手机机构配套件，LED精密支架，精密模具等的开发、设计、制造、销售，如手机系列连接器、屏蔽件、滑轨、转轴、金属外观件：表面贴装式LED精密支架;电子产品包装材料。公司聚集了一批行业技术精英，技术开发实力强大。公司拥有精密的模具制造、高速精密冲压、精密塑胶成型以及精密连接器自动化生产设备开发所需全系列引进生产设备和实验测试仪器。公司已通过ISO9001：2000、ISO14001：2004、ISO16949、QC080000等多项体系认证，产品全面符合欧盟RoHS环保指令，并拥有多项自主产品专利。
300502.SZ,新易盛,1718286.761538083,521363.2936182572,241,661926139.05,PON光模块、点对点光模块,专用设备与零部件,公司是领先的光收发器解决方案和服务提供商，一直专注于光模块的研发、制造和销售；光模块在光纤终端完成光电信号转换，是光纤传输的最核心部件；光模块广泛应用于数据宽带、电信通讯、数据中心等行业。公司致力于围绕主业实施垂直整合，实现光器件芯片制造、光器件芯片封装、光器件封装和光模块制造环节全覆盖，力争抓住未来5G及数据中心市场良好的发展机会，努力开拓国内外市场，加强与主流通信设备制造商、经销商合作，实现公司产品升级转型，成为光通信模块、组件和子系统的核心供应商。目前，公司产品型号超过几千种，产品涵盖了多种标准的通信网络接口、传输速率、光波波长等技术指标，应用领域覆盖了数据宽带、电信通讯、数据中心、安防监控和智能电网等行业，产品销往全球各个国家和地区。公司有着严格的内控程序，并通过了ISO9001：2008质量体系认证。
300679.SZ,电连技术,1686325.7576763486,282955.4354813278,241,371586103.87,弹性接触件连接器、电磁屏蔽件、精密五金、射频微同轴线缆组件、射频信号互连传输解决方案、天线、微型射频测试连接器、微型射频同轴连接器,电子元器件,公司专业从事微型电连接器及互连系统相关产品的技术研究、设计、制造和销售服务。公司具备高可靠、高性能产品的设计、制造能力，自主研发的微型射频连接器具有显著技术优势，已达到国际一流连接器厂商同等技术水平，产品广泛应用在以智能手机为代表的智能移动终端产品以及车联网终端、智能家电等新兴产品中。公司凭借领先的技术水平，已成为深圳市企业技术中心、深圳市质量强市骨干企业、广东省创新型试点企业和国家级高新技术企业。公司坚持不断开拓创新，成功开发出一系列新产品并成功推向市场，多项产品获得“广东省高新技术产品”称号。
002281.SZ,光迅科技,1572480.0417899585,213087.6232572614,241,567266618.25,光讯科技波分复用器、光讯科技光波长/模式转换器、光讯科技光集成器件、光讯科技光连接器、光讯科技光纤放大器、光讯科技光线路保护子系统、光讯科技光转发器,传输设备、通信系统与平台,公司是中国最大光通信器件供货商，是目前中国唯一一家有能力对光电子器件进行系统性，战略性研究开发的高科技企业，是中国光电子器件行业最具影响的实体之一。国家高技术研究发展计划成果产业基地武汉光通信与光传感材料及器件成果产业化基地的主要建设单位之一，并被国家科学技术部火炬高技术产业开发中心认定为“国家火炬计划重点高新技术企业”，主要从事光通信领域内光电子器件的研究、开发、制造和技术服务。先后承担国家“863”、“973”、国家科技攻关等项目数十余项。中兴通讯、华为技术、烽火通信为代表的国内通信系统设备厂商已成为公司稳定的客户。
300017.SZ,网宿科技,1490276.587969137,347375.0695809128,241,165240702.33,网宿科技CDN服务、网宿科技IDC服务、网宿科技商品销售,互联网服务、软件销售,"公司是一家互联网业务平台提供商，知识和技术密集型的高新技术企业，公司服务的中大型客户包括互联网企业、政府、传统企业及电信运营商。针对客户在IT部署及数据计算、传输、安全等方面的需求，公司总结多年来服务各行业的经验和行业特点，推出针对手机直播、媒体、家电、汽车、电商、快消、金融、消费电子、游戏、政务、教育等行业的整体解决方案，并为客户提供定制化服务。公司通过多年积累的运营经验为客户提供专业服务，帮助客户提升自身互联网服务质量、简化维护管理流程、降低运维成本。公司主要产品包括：CDN,IDC,云计算,云安全。"
002396.SZ,星网锐捷,1381911.9910878092,379484.3771535269,241,550406616.52,NBR系列路由器、RG-ACE系列应用控制引擎、RG-EG系列易网关、RG-IDS入侵检测系统、RG-iS-16FSAS智能存储系统、RG-iS2000D智能存储系统、RG-iS2000智能存储系统、RG-iS6000智能存储系统、RG-iS-LAB智能存储系统、RG-NPE系列网络出口引擎、RG-RIIL-BMC、RG-S5760系列交换机、RG-S7600系列交换机、RG-S8600系列交换机、RG-S9600系列交换机、RG-SAP安全与攻防实验平台、RG-SMP 2.X桌面管理与审计组件、RG-USG统一安全网关、RG-WALL V系列安全网关、RG-WALL防火墙、RG-WG系列、RSR-E系列路由器、RSR系列可信多业务路由器、汇聚交换机、接入交换机、企业级交换机、锐捷流量分析系统、无线管理软件、无线控制器、智能无线接入点、自治型无线接入点,传输设备、存储设备、防火墙软件、行业专用软件、交换设备、通信终端设备,公司是国内领先的ICT应用方案提供商，是国家首批技术创新示范企业。公司多次承接和入选国家火炬计划、国家863计划项目、国家核高基重大专项，形成大批具有国内和国际领先水平的核心技术。公司在网络通讯、交换机、云计算终端(瘦客户机)、支付终端、桌面云、无线接入、宽带接入、融合视讯、视频信息应用等各产品领域均形成了独特的领先优势，同时也致力于在智慧网络、智慧云、智慧社区、智慧通讯、智慧娱乐、智慧物联等应用领域为客户带来前瞻的应用解决方案，并成功进军欧洲、美洲、非洲、大洋洲等近百个国家和地区。
002123.SZ,梦网科技,1368127.916489419,374405.82091701246,241,-238113811.08,节能大功率电力电子产品、移动信息服务,环保机械、专业咨询服务,公司是中国较大的企业云通信服务商，目前在运营和扩展中国最大的B2C企业短信平台的同时，进一步布局功能更为强大的基于现有网络环境和面向5G网络的大型富媒体及物联网云通信平台，让梦网云通信高效强大的通信能力成为推动各项移动互联网应用快速发展的重要力量，未来打造云通信的全球第一平台是梦网的愿景。公司在B2C即时通信领域中已经成为了中国行业龙头，并形成了一定的竞争优势，目前客户数和发送数还在规模化扩张。未来，移动通信技术巨大变革，产业浪潮正扑面而来。梦网将全面变革和升级产品与服务，面向5G，丰富产品线，创新推出新的技术产品和业务，打造出梦网云通信全新的模式。公司当前主营中国最大规模之一的企业云通信平台，是中国领先的云通信服务商，构建以IM云、视频云、物联云三位一体的企业云通信服务生态，为企业提供全方位的移动互联网云通信服务。公司持有工信部颁发的跨地区增值电信业务许可证，包含IDC、ISP、呼叫中心和SP业务，是同时获得ISO27001、ISO9001和CMMI认证的移动互联网增值技术企业。
002544.SZ,杰赛科技,1290302.299912448,231327.8874688797,241,141574557.21,201控制卡、301控制卡、ADSL Modem、AnyShow601控制器、Cable Modern、GPS车载终端、GSM远程车辆防盗报警器、IPTV机顶盒、JS1000内网安全管理产品、JS-LCM-501型控制系统、VoIP产品、电子系统工程、动态身份认证、干线放大器、高清RM播放器、高清数字电视机顶盒、功率分配器、互教通电子家校沟通平台、环境监测信息系统、基站、勘察设计、可行性研究、耦合器、平安钟、普通型数字电视机顶盒、腔体功率分配器、腔体耦合器、手机游戏、双向数字电视机顶盒、天线、网络规划产品、网络优化、网络运维、无线城域网、无线接入点、无线局域网、无线网卡、无线网桥、校园安全产品定制、信息系统安全测评、学生出入管理系统、印制电路板、用户站、直放站、直放站网管系统、智能卡管理系统、自动化监控系统,传输设备、电信增值服务、电子测试和测量仪器、电子元器件、行业专用软件、集成电路、接入设备、其他消费电子产品、通信系统与平台、通信终端设备、卫星制造及应用、系统集成服务、专业咨询服务,公司是信息网络建设技术服务及产品的综合提供商，从技术解决方案、建设解决方案和相关网络产品等多个维度，为电信运营商(中国联通、中国移动、中国电信)、广电运营商、政府机构、公共事业部门及企事业单位提供信息网络建设综合解决方案服务及相关网络产品。公司业务领域资质齐全、拥有众多核心技术和丰富的经验积累，具备涵盖电子/通信工程设计、勘察、咨询、承包、信息系统集成等业务的国家甲级或壹级业内最高等级资质7项。公司是国家高新技术企业、省级软件企业、WAPI产业联盟主要发起单位、中国数字家庭产业联盟、中国宽带无线多媒体项目组成员单位和广东省信息网络安全服务指定单位。
300166.SZ,东方国信,1220504.5961553112,597787.1759294606,241,301962926.86,企业数据平台、数据分析平台,行业专用软件,公司主营业务是致力于为客户提供企业级大数据及云平台整体解决方案，基于大数据、云计算、人工智能和机器学习等世界前沿技术提供包括数据采集、数据存储计算、数据分析挖掘、数据应用、数据治理管控、云基础服务与应用开发平台、智慧城市等相关产品、服务与解决方案，帮助客户发掘数据深层次价值，提升IT资源利用率及服务能力，从而获得更高的生产效率和经营效益。公司构建了云化架构的大数据产品线，形成了体系化、自主化的大数据核心产品体系，涵盖了大数据采集设备、大数据处理专用设备、大数据存储及计算、大数据管控、大数据分析、私有云平台、大数据展现及移动应用等各个方面。通过多年的自主研发，公司对标国内外优秀软件与产品打造了大数据及云计算的核心产品能力，这些产品已经在众多行业客户中得到了广泛与成功的应用。
002815.SZ,崇达技术,1186200.1210646431,140252.41525311203,241,553871774.83,HDI板、刚挠结合板、高多层板、挠性板、特种板,电子元器件,公司是全球领先的印制线路板服务企业。公司拥有成熟的线路板生产制造技术，掌握着行业先进的产品生产工艺和生产过程控制技术，以及专业技术极强的产品生产技术开发团队，产品覆盖2-50层、HDI、厚铜、刚挠结合、埋容等线路板，可一站式满足客户的多种需求。产品广泛应用于通信设备、计算机、工业控制、电源电子、家用电器、汽车、医疗仪器、安防电子、航天航空等高科技领域，产品70%外销到欧洲、美洲、日本、亚太等地区。公司是中国电子元器件百强企业、全球印制电路百强企业、中国年度最佳雇主(深圳地区)30强企业、中国500最具价值品牌，“崇达”为广东省著名商标。
300079.SZ,数码视讯,1138979.357987527,902428.4908049792,241,104785206.43,ASI切换器系列、BNSAS双向网络安全访问系统、CAS条件接收系统、CMMB产品、CMMB系统软件产品、DRM数字版权管理系统、DVB编、解码器系列、EIS节目信息系统、EPG电子节目指南系统、MPEG-2/DVB 网络适配器系列、PUSH VOD、SUMAVISION 10K511 IPQAM、SUMAVISION媒体综合处理平台EMR、TS流转发器系列、VOD系统、边缘调制器IPQAM、电视彩信系统、电视购物、电视广告系统、电视商务系统、电视游戏、发送采集卡、复用器系列、联网监控平台硬件、马赛克节目导视系统、平台核心处理机SMR、切换矩阵10KA01系列、数字加扰器系列、数字调制、解调器系列、统一Loader系统、统一机顶盒软件平台(OSP)、业务与广告推荐系统、在线支付系统,电声器件、监控器材及系统、视频点播系统,公司是中国数字电视软件及系统提供商，产品覆盖DVB-C/DVB-T/DVB-S前端硬件系统、CA系统、中间件系统、EPG系统，电视彩信、马赛克节目导视等增值服务系统，编解码、光传输以及CMMB手机电视等，其领先优势已经扩展到IPTV、高清监控等多个领域。公司是多项数字电视行业标准的制订单位之一，也是中国数字音视频标准(AVS)组织的主要成员。产品已经进入全国三十几个省区，产品及系统广泛应用于广电、政府、电信、军队等多个领域，并且参与了2004年雅典奥运会直播，2008年奥运圣火传递直播等重大项目。2008年成为“国家火炬计划重点高新技术企业”，荣获“北京市企业技术中心”。2011年，被福布斯评为“中国最具潜力上市企业”。
300394.SZ,天孚通信,1133381.3681696472,223719.41393361,241,306391954.55,光收发接口组件、光纤适配器、陶瓷套管,变电设备、输电设备、专用设备与零部件,公司是光通信精密元器件一站式解决方案提供商，形成了多个产品系列齐头并进，互促发展的综合布局，为下游客户提供一站式、组合式产品解决方案，为全球光网络提供优质连接。公司主营业务包括光通信领域光器件的研发设计、高精密制造和销售业务，高速光器件封装ODM/OEM业务等，具体产品线包括陶瓷套管、光纤适配器、光收发组件、OSA ODM高速率光器件、光隔离器、MPO高密度线缆连接器、光纤透镜阵列(LENS ARRAY)、光学镀膜、插芯、Mux/Demux耦合、BOX封装OEM等。公司产品广泛应用于电信通信、数据通信、物联网等领域。公司成立十多年以来，始终坚持高端市场定位和高品质产品理念，目前已发展成为全球光器件领域光纤连接细分行业的领先企业。作为拥有“江苏省企业技术中心”和“江苏省工程技术研究中心”荣誉称号的国家级高新技术企业，公司持续加大研发投入，先后承担了科技部创新基金项目、国家火炬计划项目等数项省部级科技计划项目，获得了多项国家授权专利，产品被评为“江苏省名牌产品”，公司被评为“江苏省科技小巨人企业”和“江苏省隐形冠军企业”。
603881.SH,数据港,1132512.717388693,311626.30591286306,241,111004195.9,定制数据中心、交钥匙数据中心、客户迁入服务、数据中心规划咨询、运营和管理支持,专业咨询服务,公司的主营业务为数据中心服务，并以批发型数据中心服务为主，零售型数据中心服务和数据中心增值服务为辅。其中，批发型数据中心服务主要系根据大型数据中心用户(如，大型互联网企业或金融机构)复杂多样化的应用部署需求特点，通过提供定制化的规划、设计、系统集成、运营管理服务来满足最终用户的独特数据中心服务需求，从而实现数据中心从整体上做到端到端系统化地与最终用户行业承载的服务保持最佳的适配，在能源效率以及总体效率方面大大优于传统数据中心。
300735.SZ,光弘科技,961574.8023435684,133726.2889045643,241,352538235.41,LED背光源、OBD、PCBA、行车记录仪、基站定位终端、继电器、平板电脑、网络路由器、智能手机、智能眼镜,传输设备、电脑整机、集成电路、智能商用设备、专用设备与零部件,公司的主营业务为专业从事消费电子类、网络通讯类、汽车电子类等电子产品的PCBA和成品组装，并提供制程技术研发、工艺设计、采购管理、生产控制、仓储物流等完整服务的电子制造服务(EMS)。公司提供电子制造服务的主要产品包括消费电子类(智能手机、平板电脑)；网络通讯类(网络路由器、基站定位终端)；物联网、汽车电子类(OBD、行车记录仪)等电子产品。公司的品质管控能力得到了监督机构和客户的高度认可，公司已通过ISO多项管理体系认证，并于2017年11月顺利通过ISO9001、14001及IATF16949三体系换版审核，建立了质量、环境及职业健康安全一体化管理体系。公司连续荣获“中国质量诚信企业”、被授予中国质量认证中心“A类企业”、获“广东省先进电子制造工程技术研究中心”称号。
002194.SZ,武汉凡谷,770460.9993946722,166072.0850207469,241,227718903.92,凡谷低噪声放大器、凡谷隔离器、凡谷功分器、凡谷合路器、凡谷滤波器、凡谷射频子系统、凡谷双工器、凡谷驻波比报警器,电子元器件、通信终端设备,公司是跻身国际一流的移动通信天馈系统射频器件独立供应商。公司长期专注于发展移动通信天馈系统射频器件的核心技术，主要产品和解决方案有滤波器系列(双工器、合路器、塔顶放大器等)、介质材料、毫米波雷达系列(交通、安防、工业控制等)、行业网平台系列(公安、交通以及政府政务云等)，凭借自有知识产权和强大的软件和硬件研发平台，快速响应客户定制产品需求。凭借专业化产品研发平台、纵向集成的大规模生产能力、低成本结构以及优秀的客户协作能力，为全球领先的移动通信系统集成商提供基站天馈系统射频子系统和器件的定制产品及专业服务。公司长期专注于发展移动通信天馈系统射频器件的核心技术，凭借自有知识产权和强大的研发平台，快速响应客户定制产品需求。公司旨在创造一个“以不断满足客户需求为拉动力，以不断激发员工成功愿望为推动力”、以“不断发展壮大、始终奉献社会”为经营理念的全球化卓越型企业。公司坚持“技术创新，服务通信，核心业务，集中取胜，相邻业务，优选发展”的技术发展路线，稳健地在市场中捕捉机遇，实现可持续发展。
